             2212        1    0    0    0    0 -0.409066798E-03  0.107960201E-01 -0.250221763E+04  0.250221781E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.174666095E+00 -0.687618225E-01  0.367120013E+02  0.522763719E+02  0.372157599E+02 0. 9.
               22        1    3    0    0    0  0.143874930E+01 -0.906352721E+01 -0.439689006E+01  0.101759603E+02  0.252230490E-05 0. 9.
               22        1    3    0    0    0 -0.126408321E+01  0.899476539E+01  0.411088913E+02  0.421004116E+02  0.535714879E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.986879329E-01  0.306035766E+00  0.248812786E+04  0.248812806E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.388019792E-02 -0.125365180E-01 -0.248328343E+04  0.248328361E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.102568131E+00 -0.293499248E+00 -0.484442640E+01  0.485883333E+02  0.483452273E+02 0. 9.
               22        1    3    0    0    0 -0.139048678E+02  0.459072714E+01  0.168394582E+02  0.223156330E+02  0.183907135E-05 0. 9.
               22        1    3    0    0    0  0.140074359E+02 -0.488422639E+01 -0.216838846E+02  0.262727003E+02  0.194424467E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.101639958E-01  0.103715858E-01  0.249210696E+04  0.249210713E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.493207564E-01 -0.211355090E-01 -0.250343188E+04  0.250343205E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.391567606E-01  0.107639233E-01  0.113249198E+02  0.244608136E+02  0.216812348E+02 0. 9.
               22        1    3    0    0    0  0.868340720E+01  0.251568307E+01  0.124551097E+02  0.153902560E+02  0.523164469E-05 0. 9.
               22        1    3    0    0    0 -0.864425043E+01 -0.250491914E+01 -0.113018987E+01  0.907055757E+01  0.397523212E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.325477539E-02 -0.835563660E-03  0.249640132E+04  0.249640149E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.104351089E-01 -0.203930977E-01 -0.250214376E+04  0.250214394E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.136898843E-01  0.212286613E-01  0.574244576E+01  0.214545714E+02  0.206717757E+02 0. 9.
               22        1    3    0    0    0  0.746220781E+01 -0.473761653E+00 -0.454038113E+01  0.874780294E+01  0.299331654E-05 0. 9.
               22        1    3    0    0    0 -0.744851793E+01  0.494990314E+00  0.102828269E+02  0.127067684E+02  0.360989664E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.494731662E-02  0.116008886E-01  0.249326124E+04  0.249326142E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.963204027E-01 -0.944374151E-01 -0.243920286E+04  0.243920305E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.101267719E+00  0.828365265E-01 -0.540583782E+02  0.875355351E+02  0.688487076E+02 0. 9.
               22        1    3    0    0    0  0.196984302E+02 -0.972014816E+01 -0.607702555E+02  0.646183673E+02  0.455498056E-05 0. 9.
               22        1    3    0    0    0 -0.195971625E+02  0.980298469E+01  0.671187732E+01  0.229171679E+02  0.255675442E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.292965760E-01 -0.770798396E-01  0.250046319E+04  0.250046337E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.861014905E-01  0.417472503E+00 -0.246118884E+04  0.246118906E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.115398067E+00 -0.340392663E+00 -0.392743450E+02  0.583475726E+02  0.431489962E+02 0. 9.
               22        1    3    0    0    0 -0.214808153E+02 -0.139365042E+01 -0.192711901E+02  0.288919791E+02  0.493820075E-05 0. 9.
               22        1    3    0    0    0  0.215962134E+02  0.105325776E+01 -0.200031549E+02  0.294555936E+02  0.499542399E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.797682665E-01  0.623528354E-02  0.250330898E+04  0.250330916E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.245045243E-01  0.959319688E-02 -0.248043363E+04  0.248043381E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.104272791E+00 -0.158284804E-01 -0.228753501E+02  0.362570363E+02  0.281296981E+02 0. 9.
               22        1    3    0    0    0 -0.620879980E+01 -0.648479647E+01  0.253999291E+01  0.933023816E+01  0.300042938E-05 0. 9.
               22        1    3    0    0    0  0.610452701E+01  0.646896799E+01 -0.254153431E+02  0.269267982E+02  0.523436031E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.906697216E-01 -0.228135830E-01  0.249958572E+04  0.249958590E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.703338401E-02 -0.109996284E+00 -0.249779554E+04  0.249779572E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.977031056E-01  0.132809867E+00 -0.179017773E+01  0.226183828E+02  0.225468250E+02 0. 9.
               22        1    3    0    0    0  0.732312821E+01  0.447303717E+01  0.652360944E+01  0.107793204E+02  0.202480409E-05 0. 9.
               22        1    3    0    0    0 -0.722542511E+01 -0.434022731E+01 -0.831378717E+01  0.118390624E+02  0.212747673E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.380992992E+00  0.523900953E+00  0.249998106E+04  0.249998132E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.121738756E+00 -0.879279793E-02 -0.248441669E+04  0.248441687E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.502731748E+00 -0.515108155E+00 -0.155643732E+02  0.356018091E+02  0.320112639E+02 0. 9.
               22        1    3    0    0    0 -0.950098368E+01  0.449745416E+01 -0.207565802E+02  0.232665297E+02  0.175201159E-05 0. 9.
               22        1    3    0    0    0  0.100037154E+02 -0.501256231E+01  0.519220695E+01  0.123352793E+02  0.126721213E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.312733894E-01 -0.825516033E-01  0.250168076E+04  0.250168093E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.163509150E-01 -0.162662803E+00 -0.248468607E+04  0.248468625E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.476243043E-01  0.245214406E+00 -0.169946916E+02  0.336328170E+02  0.290221370E+02 0. 9.
               22        1    3    0    0    0 -0.128374031E+02  0.681001983E+01 -0.928676441E+01  0.172458483E+02  0.409497357E-05 0. 9.
               22        1    3    0    0    0  0.128850274E+02 -0.656480542E+01 -0.770792717E+01  0.163869687E+02  0.399662366E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.633145239E-01 -0.101249471E+00  0.248477463E+04  0.248477481E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.957472171E-01  0.860949001E-01 -0.250585570E+04  0.250585588E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.159061741E+00  0.151545711E-01  0.210810745E+02  0.293693129E+02  0.204479659E+02 0. 9.
               22        1    3    0    0    0 -0.458576323E+01 -0.516074413E+01 -0.319432279E+00  0.691118958E+01  0.154282798E-05 0. 9.
               22        1    3    0    0    0  0.442670149E+01  0.517589870E+01  0.214005068E+02  0.224581234E+02  0.291758496E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.166167555E-01 -0.620795163E-02  0.249810067E+04  0.249810085E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.400832067E-01  0.588026055E-01 -0.242380266E+04  0.242380284E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.566999622E-01 -0.525946538E-01 -0.742980093E+02  0.980963071E+02  0.640522077E+02 0. 9.
               22        1    3    0    0    0  0.152283786E+02 -0.282062935E+02 -0.360874828E+02  0.482680528E+02  0.276503885E-05 0. 9.
               22        1    3    0    0    0 -0.151716786E+02  0.281536988E+02 -0.382105265E+02  0.498282543E+02  0.278041453E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.726139517E-01  0.872404116E-02  0.250229078E+04  0.250229095E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.173770725E-01  0.216508154E+00 -0.249156390E+04  0.249156408E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.552368792E-01 -0.225232195E+00 -0.107268812E+02  0.261449654E+02  0.238419683E+02 0. 9.
               22        1    3    0    0    0 -0.355291620E+01 -0.975736888E+01 -0.120050551E+02  0.158729584E+02  0.444164599E-05 0. 9.
               22        1    3    0    0    0  0.360815308E+01  0.953213669E+01  0.127817388E+01  0.102720070E+02  0.354885474E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0 -0.352795715E-01 -0.108527464E-01  0.249710480E+04  0.249710497E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.140516461E-01 -0.314989243E-01 -0.250188667E+04  0.250188684E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.493312176E-01  0.423516707E-01  0.478187122E+01  0.210081836E+02  0.204566190E+02 0. 9.
               22        1    3    0    0    0  0.361635706E+01  0.863924509E+01  0.668677195E+01  0.115077154E+02  0.130655230E-05 0. 9.
               22        1    3    0    0    0 -0.356702585E+01 -0.859689342E+01 -0.190490073E+01  0.950046824E+01  0.119209290E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.479929985E-01 -0.193623159E-01  0.249241933E+04  0.249241951E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.208534559E-01  0.259516459E+00 -0.247966485E+04  0.247966505E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.688464544E-01 -0.240154143E+00 -0.127544769E+02  0.479154469E+02  0.461860472E+02 0. 9.
               22        1    3    0    0    0  0.565898860E+01 -0.139019062E+02  0.118987518E+02  0.191537840E+02  0.405486854E-05 0. 9.
               22        1    3    0    0    0 -0.572783505E+01  0.136617521E+02 -0.246532287E+02  0.287616628E+02  0.503085800E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.427852236E-01  0.565323381E-01  0.247810987E+04  0.247811005E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.374868155E-03 -0.106044509E-01 -0.250213104E+04  0.250213121E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.424103555E-01 -0.459278872E-01  0.240211680E+02  0.397587385E+02  0.316818066E+02 0. 9.
               22        1    3    0    0    0  0.180319313E+01  0.959725194E+01  0.276248919E+02  0.293000581E+02  0.542295820E-05 0. 9.
               22        1    3    0    0    0 -0.184560348E+01 -0.964317982E+01 -0.360372395E+01  0.104586804E+02  0.318404029E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.264457918E+00 -0.163682896E+00  0.248803443E+04  0.248803463E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.133658609E-01 -0.140910931E-01 -0.250431037E+04  0.250431054E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.277823779E+00  0.177773989E+00  0.162759358E+02  0.276548273E+02  0.223556391E+02 0. 9.
               22        1    3    0    0    0 -0.824890054E+01  0.358632074E+01  0.167074216E+02  0.189748253E+02  0.425328321E-05 0. 9.
               22        1    3    0    0    0  0.797107676E+01 -0.340854675E+01 -0.431485819E+00  0.868000206E+01  0.280078414E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.298849512E+00  0.256372692E+00  0.249022006E+04  0.249022027E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.246817262E-01  0.114364769E-01 -0.248106054E+04  0.248106072E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.274167785E+00 -0.267809169E+00 -0.915952478E+01  0.487190128E+02  0.478487035E+02 0. 9.
               22        1    3    0    0    0 -0.605823935E+01 -0.816231897E+01 -0.267351374E+02  0.286023301E+02  0.624570222E-05 0. 9.
               22        1    3    0    0    0  0.578407156E+01  0.789450980E+01  0.175756126E+02  0.201166828E+02  0.523910926E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.572186510E-03 -0.596580240E-02  0.250284365E+04  0.250284383E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0  0.896673153E-01  0.819048333E-01 -0.248181208E+04  0.248181226E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.902395018E-01 -0.759390309E-01 -0.210315747E+02  0.353439141E+02  0.284051266E+02 0. 9.
               22        1    3    0    0    0  0.128387545E+02  0.531253260E+01 -0.137888924E+02  0.195752439E+02  0.407060887E-05 0. 9.
               22        1    3    0    0    0 -0.129289940E+02 -0.538847163E+01 -0.724268230E+01  0.157686702E+02  0.360792779E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.337901485E+00  0.391988585E-02  0.249954462E+04  0.249954482E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.126393952E-02 -0.104676587E-01 -0.249003962E+04  0.249003980E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0 -0.336637545E+00  0.654777282E-02 -0.950500290E+01  0.304153819E+02  0.288900850E+02 0. 9.
               22        1    3    0    0    0  0.222228596E+01  0.759273365E+01 -0.174354658E+02  0.191463737E+02  0.508153630E-05 0. 9.
               22        1    3    0    0    0 -0.255892351E+01 -0.758618588E+01  0.793046285E+01  0.112690082E+02  0.390251142E-05 0. 9.
 </event>
 <event>
 5    0   1.    0.211099058E+02    0.729740000E-02    0.151768022E+00
             2212        1    0    0    0    0  0.410036235E-02  0.281323963E-01  0.248893950E+04  0.248893968E+04  0.938272046E+00 0. 9.
             2212        1    0    0    0    0 -0.388290105E+00  0.418452881E-01 -0.250466718E+04  0.250466739E+04  0.938272046E+00 0. 9.
               93        3    0    0    0    0  0.384189743E+00 -0.699776844E-01  0.157276831E+02  0.263929346E+02  0.211913776E+02 0. 9.
               22        1    3    0    0    0  0.798350793E+01 -0.290063944E+01 -0.225318482E+00  0.849710989E+01  0.255536450E-05 0. 9.
